Игры,Образование,Пение,Танцы,Рисование,Творчество,Физическая активность,Спецпроект / Московский театрал,unique_participant_id
0.0,0.0,0.0,0.0,0.0,0.09690444145356662,0.20550458715596331,0.0,101346657
0.0,1.7134502923976607,1.8015267175572518,0.0,0.3694267515923567,0.9851951547779273,0.6018348623853211,0.0,101346658
0.0,0.06432748538011696,0.0,0.0,0.2929936305732484,0.0,0.044036697247706424,0.0,101346659
0.0,0.6666666666666666,0.0,0.0,0.0,0.5706594885598923,0.0,0.0,101346660
0.0,0.5146198830409356,0.0,0.0,0.0,0.0,0.03669724770642202,0.0,101346663
0.0,0.0,0.0,0.26283367556468173,0.0,0.0,0.7192660550458716,0.0,101346665
0.0,0.05263157894736842,0.0,0.0,0.0,0.0,0.41834862385321103,0.0,101346666
0.0,0.7485380116959064,0.0,0.0,0.0,0.0,0.0,0.0,101346669
0.0,0.03508771929824561,0.0,0.0,0.0,0.026917900403768506,0.0,0.0,101346672
0.0,0.0,0.0,0.0,0.0,0.005383580080753701,0.8220183486238533,0.0,101346674
0.0,0.0,0.0,0.0,0.0,0.0,0.24954128440366974,0.0,101346680
0.0,0.0,2.0610687022900764,0.0,0.0,0.0,0.007339449541284404,0.0,101346682
0.0,0.005847953216374269,0.8854961832061068,0.0,0.0,0.0,0.5504587155963303,0.0,101346684
0.0,0.05847953216374269,0.0,0.17248459958932238,0.0,0.0,0.24220183486238533,0.0,101346688
0.0,0.07602339181286549,0.0,0.0,0.0,0.0,0.12477064220183487,0.0,101346689
0.0,0.0,0.0,0.0,0.24203821656050956,0.0,0.06605504587155964,0.0,101346690
0.0,0.39766081871345027,0.0,0.0,0.0,0.05383580080753701,0.0,0.0,101346691
0.0,0.30409356725146197,0.0,0.0,0.0,0.4037685060565276,0.7192660550458716,0.0,101346692
0.019417475728155338,0.19883040935672514,0.07633587786259542,1.13347022587269,0.0,0.0,0.0,0.0,101346696
0.0,0.0,0.0,0.0,0.0,0.3391655450874832,0.0,0.0,101346699
0.0,0.04093567251461988,0.0,0.0,0.0,0.2853297442799462,0.0,0.0,101346701
0.07766990291262135,2.631578947368421,0.0,0.0,0.0,0.5975773889636609,1.0642201834862386,0.0,101346703
0.0,0.1286549707602339,0.0,0.0,0.10828025477707007,0.16689098250336473,0.14678899082568808,0.0,101346705
0.0,0.10526315789473684,0.0,0.03285420944558522,0.0,0.0,0.007339449541284404,0.0,101346709
0.0,0.0,0.0,0.0,0.0,0.3122476446837147,0.13944954128440368,0.0,101346711
0.0,0.2222222222222222,0.0,0.0,0.07006369426751592,0.005383580080753701,0.0,0.0,101346713
0.0,1.8362573099415203,0.015267175572519083,0.0,0.0,0.15612382234185734,0.05137614678899083,0.0,101346715
0.0,2.1637426900584793,0.0,0.01642710472279261,0.0,0.06998654104979812,0.24954128440366974,0.0,101346718
0.0,0.3508771929824561,0.16793893129770993,0.0,0.006369426751592357,0.0,0.10275229357798166,0.0,101346719
1.5339805825242716,0.5964912280701754,0.0,0.0,0.0,0.03230148048452221,0.044036697247706424,0.0,101346722
0.0,0.40350877192982454,0.0,0.0,0.0,0.0,0.25688073394495414,0.0,101346723
0.0,0.8538011695906432,0.0,0.0,0.0,0.3391655450874832,0.8880733944954129,0.0,101346724
0.0,0.15204678362573099,0.0,0.0,0.0,0.0,0.0,0.0,101346725
0.0,0.27485380116959063,0.6870229007633587,0.0,0.0,0.15612382234185734,0.41100917431192663,0.0,101346726
0.0,0.2631578947368421,0.0,0.0,0.33757961783439494,0.0,0.044036697247706424,0.0,101346727
0.0,0.0,0.0,0.27926078028747436,0.0,0.0,0.3889908256880734,0.0,101346730
0.0,0.05263157894736842,0.0,0.0,0.0,0.0,0.014678899082568808,0.0,101346731
0.0,1.0409356725146197,0.0,0.0,0.37579617834394907,0.059219380888290714,0.0,0.0,101346734
0.0,0.4678362573099415,0.0,0.01642710472279261,0.5605095541401274,0.11305518169582773,0.0,0.0,101346735
0.0,0.32748538011695905,0.0,0.0,0.0,0.0,0.30091743119266057,0.0,101346736
0.0,0.8245614035087718,0.0,0.06570841889117043,0.0,0.3660834454912517,0.46972477064220186,0.0,101346743
0.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.24954128440366974,0.0,101346744
0.0,1.4035087719298245,0.0,0.0,0.0,0.0,0.7779816513761468,0.0,101346745
0.0,1.198830409356725,0.0,0.0,0.019108280254777073,0.4253028263795424,0.0,0.0,101346746
0.0,0.21637426900584794,0.0,0.2135523613963039,0.0,0.0,0.0,0.0,101346748
0.0,0.07017543859649122,0.0,0.0,0.0,0.0,0.46972477064220186,0.0,101346755
0.0,0.0,0.0,0.0,0.0,0.0,0.03669724770642202,0.0,101346757
0.0,0.10526315789473684,0.0,0.6981519507186859,0.006369426751592357,0.010767160161507403,0.6018348623853211,0.0,101346760
0.0,0.05263157894736842,0.0,1.1252566735112937,0.0,0.0,0.0,0.0,101346761
0.0,0.2807017543859649,0.0,0.0,0.0,0.0,0.41100917431192663,0.0,101346766
0.0,0.27485380116959063,0.1984732824427481,0.07392197125256673,0.0,0.5329744279946165,0.1834862385321101,0.03088803088803089,101346767
0.0,1.543859649122807,0.2595419847328244,0.2135523613963039,0.21656050955414013,0.005383580080753701,0.27155963302752295,0.0,101346769
0.0,0.22807017543859648,0.0,0.11498973305954827,0.0,0.05383580080753701,0.029357798165137616,0.0,101346773
0.0,0.005847953216374269,0.0,0.0,0.0,0.0,0.1908256880733945,0.0,101346780
0.1553398058252427,0.45614035087719296,0.0,0.0,0.1337579617834395,0.0,0.8587155963302753,0.0,101346785
0.0,0.0,0.0,0.0,0.0,0.6137281292059219,0.0,0.0,101346789
0.0,1.1169590643274854,0.0,0.0,0.0,0.0,0.6458715596330276,0.0,101346790
0.0,0.1286549707602339,0.0,0.0,0.0,0.021534320323014805,0.24220183486238533,0.0,101346792
0.0,0.08771929824561403,0.0,0.9117043121149898,0.006369426751592357,0.059219380888290714,1.8422018348623854,0.0,101346793
0.0,0.0,0.0,0.0,0.0,0.0,0.48440366972477067,0.0,101346794
0.0,0.21637426900584794,0.0,0.0,0.0,0.03230148048452221,0.0,0.0,101346795
0.0,0.0,0.0,0.0,0.0,0.0,0.5211009174311927,0.0,101346796
0.0,0.27485380116959063,0.0,0.0,0.0,0.0,0.6018348623853211,0.0,101346797
0.0,0.15789473684210525,0.0,0.11498973305954827,0.0,0.0,0.07339449541284404,0.0,101346798
0.0,0.13450292397660818,0.0,0.0,0.0,0.0,0.8146788990825689,0.0,101346800
0.0,0.0935672514619883,0.0,0.0,0.0,0.0,0.20550458715596331,0.0,101346804
0.0,0.0,0.0,0.0,0.0,0.0,0.1981651376146789,0.0,101346805
0.0,1.1871345029239766,0.0,0.0,0.0,0.5275908479138627,0.0,0.0,101346807
0.6601941747572815,1.1929824561403508,0.0,0.6078028747433265,0.0,0.23687752355316286,1.2770642201834863,0.0,101346808
0.0,0.23391812865497075,0.24427480916030533,0.0,0.0,0.010767160161507403,0.3302752293577982,0.0,101346811
0.0,0.42105263157894735,0.0,0.0,0.0,0.0,0.05871559633027523,0.0,101346812
0.0,0.19298245614035087,0.0,0.0,0.0,0.0,0.5431192660550459,0.0,101346814
0.0,0.12280701754385964,0.0,0.0,0.0,0.0,0.0,0.0,101346815
0.0,0.3333333333333333,0.0,0.0,0.0,0.3283983849259758,0.014678899082568808,0.0,101346818
0.0,0.0935672514619883,0.0,0.03285420944558522,1.1210191082802548,0.4737550471063257,0.0,0.0,101346819
0.0,1.1578947368421053,0.0,0.04106776180698152,1.0254777070063694,0.4414535666218035,1.2036697247706423,0.0,101346824
0.0,0.0,0.0,0.0,0.0,0.22072678331090176,0.9174311926605505,0.0,101346825
0.0,0.04678362573099415,0.0,0.01642710472279261,0.0,0.0,0.6458715596330276,0.0,101346827
0.0,0.3157894736842105,0.0,0.0,0.012738853503184714,0.08075370121130551,0.022018348623853212,0.0,101346828
0.5825242718446602,0.5029239766081871,0.0,1.379876796714579,0.03184713375796178,0.6783310901749664,0.27155963302752295,0.0,101346829
1.1262135922330097,0.49122807017543857,0.0,0.2135523613963039,0.0,0.19380888290713325,0.25688073394495414,0.0,101346830
0.0,0.16374269005847952,0.0,0.0,0.0,0.0,0.0,0.0,101346831
0.0,0.05263157894736842,0.0,0.0,0.038216560509554146,0.5652759084791387,0.45504587155963305,0.0,101346832
0.0,0.0,0.0,0.4681724845995893,0.0,0.27456258411843876,0.5871559633027523,0.0,101346835
0.0,0.03508771929824561,0.0,0.0,0.0,0.0,0.029357798165137616,0.0,101346837
0.0,0.21052631578947367,0.0,0.0,0.07006369426751592,0.059219380888290714,0.08073394495412844,0.0,101346839
0.0,0.5497076023391813,0.0,0.0,0.0,0.6029609690444145,0.4917431192660551,0.0,101346840
0.0,0.5321637426900585,0.0,0.0,0.0,0.03768506056527591,0.13211009174311927,0.0,101346844
0.0,0.24561403508771928,0.0,0.0,0.20382165605095542,0.0,0.0,0.0,101346845
0.0,0.2573099415204678,0.0,0.0,0.09554140127388536,0.005383580080753701,0.10275229357798166,0.0,101346849
0.0,0.6666666666666666,0.0,0.0,0.0445859872611465,0.0,0.0,0.0,101346850
0.0,0.11695906432748537,0.0,0.0,0.0,0.0,0.0,0.0,101346851
0.0,0.18128654970760233,0.0,0.0,0.0,0.0,0.9614678899082569,0.0,101346857
0.48543689320388345,0.26900584795321636,0.0,0.0,0.07006369426751592,0.0,1.0422018348623854,0.0,101346859
0.07766990291262135,0.567251461988304,0.0,0.0,0.0,0.11843876177658143,0.3889908256880734,0.0,101346861
0.0,0.1286549707602339,0.0,0.0,0.0,0.021534320323014805,0.48440366972477067,0.0,101346864
0.0,0.09941520467836257,0.015267175572519083,0.0,0.0,0.0,0.1761467889908257,0.0,101346865
0.0,0.0,0.0,0.3860369609856263,0.0,0.0,0.8440366972477065,0.0,101346867
0.0,0.0,0.0,0.4271047227926078,0.0,0.0,0.6018348623853211,0.06177606177606178,101346868
0.0,0.23976608187134502,0.0,0.0,0.0,0.06998654104979812,0.26422018348623855,0.0,101346869
0.0,0.9766081871345029,0.0,0.0,0.6305732484076434,0.03230148048452221,0.0,0.0,101346871
0.0,0.0,0.8549618320610687,0.15605749486652978,0.0,0.0,0.0,0.0,101346872
1.1067961165048543,0.4444444444444444,0.0,0.0,0.0,0.0,0.6018348623853211,0.0,101346875
0.0,0.38011695906432746,0.0,0.0,0.0,0.0,0.0,0.0,101346876
0.0,0.0,0.0,0.27104722792607805,0.0,0.0,0.07339449541284404,0.0,101346877
0.0,0.39766081871345027,0.0,0.0,0.0,0.0,0.044036697247706424,0.0,101346878
0.0,0.09941520467836257,0.0,0.04106776180698152,0.10828025477707007,0.0,0.07339449541284404,0.0,101346880
0.0,0.04093567251461988,0.0,0.0,0.0,0.0,0.0,0.0,101346883
0.0,0.005847953216374269,0.0,0.0,0.0,0.0,0.5284403669724771,0.0,101346884
0.0,0.023391812865497075,0.0,0.0,0.0,0.0,0.44770642201834865,0.0,101346885
0.0,0.0,0.0,0.0,0.0,0.2691790040376851,0.0,0.0,101346889
0.0,0.005847953216374269,0.0,0.0,0.0,0.010767160161507403,0.11743119266055047,0.0,101346890
0.0,0.0,0.0,0.0,0.0,0.0,0.13211009174311927,0.0,101346892
0.0,0.14035087719298245,0.24427480916030533,0.0,0.0,0.0,0.0,0.0,101346894
0.0,0.17543859649122806,0.0,0.0,0.0,0.010767160161507403,0.11743119266055047,0.0,101346898
0.0,1.0467836257309941,0.0,0.0,0.0,0.6460296096904441,0.6091743119266055,0.0,101346899
0.0,0.05847953216374269,0.0,0.01642710472279261,0.006369426751592357,0.20995962314939434,0.15412844036697249,0.0,101346901
0.0,0.11695906432748537,0.0,0.0,0.0,0.09152086137281293,0.7119266055045872,0.0,101346903
0.0,0.0,0.0,0.0,0.0,0.0,0.6825688073394496,0.0,101346904
0.0,0.0,0.0,0.0,0.0,0.3445491251682369,0.0,0.0,101346905
0.0,0.05847953216374269,0.0,0.0,0.0,0.5383580080753702,1.0495412844036698,0.0,101346906
0.0,0.0,0.0,0.12320328542094457,0.0,0.0,0.0,0.0,101346907
0.0,0.5906432748538011,0.0,0.0,0.0,0.0,0.007339449541284404,0.0,101346908
0.0,0.09941520467836257,0.0,0.0,0.0,0.0,0.5577981651376147,0.0,101346911
0.0,1.2982456140350878,0.0,0.0,0.0,0.0,0.3522935779816514,0.0,101346916
0.0,0.4327485380116959,0.0,0.0,0.0,0.03768506056527591,0.5431192660550459,0.0,101346918
0.0,0.1695906432748538,0.0,0.0,0.0,0.0,0.42568807339449544,0.0,101346919
0.0,0.05847953216374269,0.0,0.0,0.0,0.0,0.1834862385321101,0.0,101346922
0.0,0.0,0.0,0.0,0.0445859872611465,0.20995962314939434,0.6238532110091743,0.0,101346924
0.0,0.029239766081871343,0.0,0.0,0.0,0.0,1.563302752293578,0.0,101346927
0.0,0.19883040935672514,0.0,0.0,0.0,0.0,0.8293577981651377,0.0,101346928
0.0,0.8304093567251462,0.0,0.0,0.0,0.021534320323014805,0.1614678899082569,0.0,101346929
0.0,0.0,0.0,0.45174537987679675,0.0,0.0,0.0,0.0,101346931
0.0,0.023391812865497075,0.0,0.0,0.0,0.0,0.7412844036697248,0.0,101346932
0.0,0.3742690058479532,0.0,0.0,0.0,0.0,0.0,0.0,101346933
0.0,0.08771929824561403,0.0,0.0,0.06369426751592357,0.0,0.12477064220183487,0.0,101346935
0.0,0.3684210526315789,0.0,2.858316221765914,0.0,0.20457604306864063,1.0568807339449542,0.0,101346939
0.0,0.672514619883041,0.0,0.0,0.0,0.629878869448183,0.48440366972477067,0.0,101346940
0.0,0.4502923976608187,0.0,0.0,0.0,0.0,0.022018348623853212,0.0,101346941
0.0,0.0,0.0,0.0,0.0,0.0,0.23486238532110093,0.0,101346942
0.0,0.05263157894736842,0.0,0.0,0.0,0.0,0.27155963302752295,0.0,101346944
0.0,0.0,0.015267175572519083,0.008213552361396304,0.0,0.005383580080753701,0.1908256880733945,0.0,101346946
0.0,0.23976608187134502,0.0,0.0,0.0,0.0,0.0,0.0,101346947
0.07766990291262135,0.43859649122807015,0.0,0.01642710472279261,0.0,0.0,0.24954128440366974,0.0,101346948
0.0,1.0760233918128654,0.0,0.0,0.012738853503184714,0.22072678331090176,0.22752293577981653,0.0,101346952
0.0,0.6198830409356725,0.0,0.0,0.0,0.12382234185733512,0.05137614678899083,0.03088803088803089,101346954
0.0,0.6491228070175439,0.0,0.26283367556468173,0.1910828025477707,0.0,0.3229357798165138,0.0,101346957
0.0,0.005847953216374269,0.0,0.008213552361396304,0.0,0.11305518169582773,1.2844036697247707,0.0,101346958
0.0,0.10526315789473684,0.0,0.0,0.0,0.0,0.0,0.0,101346960
0.0,0.19298245614035087,0.0,0.0,0.0,0.0,0.06605504587155964,0.0,101346961
0.0,0.1871345029239766,0.0,0.0,0.0,0.0,0.0,0.0,101346963
0.0,0.14619883040935672,0.0,0.0,0.0,0.0,0.0,0.0,101346965
0.0,0.4444444444444444,0.0,0.0,0.0,0.3768506056527591,0.0,0.0,101346966
0.0,0.0,0.030534351145038167,0.0,0.0,0.03230148048452221,0.1981651376146789,0.0,101346969
0.0,0.30409356725146197,0.0,0.0,0.0,0.09690444145356662,0.0,0.0,101346971
0.0,0.4269005847953216,0.0,0.0,0.0,0.026917900403768506,0.11743119266055047,0.0,101346981
0.0,0.0,0.0,0.0,0.0,0.0,1.3211009174311927,0.0,101346982
0.0,0.15789473684210525,0.0,0.008213552361396304,0.0,0.3714670255720054,0.41834862385321103,0.5868725868725869,101346985
0.0,0.2222222222222222,0.0,0.008213552361396304,0.4840764331210191,0.17765814266487215,0.7412844036697248,0.0,101346986
0.0,0.38011695906432746,0.1984732824427481,0.17248459958932238,0.0,0.021534320323014805,1.0201834862385322,0.0,101346987
0.9708737864077669,0.7251461988304093,0.0,0.0,0.0,0.09690444145356662,0.0,0.0,101346989
0.0,0.0,0.0,0.0,0.0,0.0,0.41834862385321103,0.0,101346990
0.0,0.11695906432748537,0.6717557251908397,0.6488706365503081,0.0,0.0,0.0,0.15444015444015444,101346994
0.0,0.21052631578947367,0.0,0.0,0.0,0.005383580080753701,0.9174311926605505,0.0,101346996
0.0,0.16374269005847952,0.0,0.0,0.0,0.04306864064602961,0.0,0.0,101346997
0.0,0.6549707602339181,0.0,0.10677618069815195,0.0,0.18304172274562586,0.7779816513761468,0.0,101346998
0.0,0.0,1.114503816793893,0.0,0.0,0.16150740242261102,0.0,0.0,101346999
0.0,0.1286549707602339,0.0,0.0,0.0,0.26379542395693134,0.07339449541284404,0.0,101347006
0.0,0.07602339181286549,0.0,0.0,0.0,0.0,0.0,0.0,101347007
0.0,0.2222222222222222,0.0,0.0,0.0,0.18842530282637954,0.0,0.0,101347010
0.0,0.05847953216374269,0.0,0.3613963039014374,0.0,0.0,0.3522935779816514,0.0,101347015
0.0,0.7777777777777777,0.0,0.0,0.0,0.010767160161507403,0.10275229357798166,0.0,101347016
1.7281553398058251,1.7251461988304093,0.0,0.0,0.0,0.0,0.46972477064220186,0.0,101347018
0.0,0.4678362573099415,0.0,0.049281314168377825,0.06369426751592357,0.0,0.6018348623853211,0.0,101347020
0.0,0.005847953216374269,0.0,0.0,0.0,0.0,0.44770642201834865,0.0,101347023
0.0,0.2222222222222222,0.0,0.0,0.0,0.0,0.0,0.0,101347025
0.0,0.23976608187134502,0.0,0.0,0.0,0.016150740242261104,0.3596330275229358,0.0,101347026
0.0,0.07017543859649122,0.0,0.0,0.0,0.0,0.1908256880733945,0.0,101347029
0.0,0.4502923976608187,0.0,0.0,0.0,0.4845222072678331,0.15412844036697249,0.0,101347031
0.3495145631067961,0.08771929824561403,0.0,0.0,0.3821656050955414,0.17227456258411844,0.0,0.07722007722007722,101347033
0.11650485436893203,0.0,0.0,0.0,0.5732484076433121,0.0,0.0,0.0,101347037
0.0,0.14619883040935672,0.0,0.0,0.0,0.0,0.46238532110091746,0.0,101347038
0.0,0.17543859649122806,0.0,0.0,0.0,0.0,0.007339449541284404,0.0,101347040
0.0,0.08187134502923976,0.0,0.0,0.0,0.0,1.3137614678899083,0.0,101347042
0.0,0.1286549707602339,0.0,0.0,0.0,0.0,0.0,0.0,101347044
0.0,0.5614035087719298,0.04580152671755725,0.0,0.0,0.06998654104979812,0.0,0.0,101347047
0.0,0.9415204678362572,0.0,0.188911704312115,0.0,0.19380888290713325,0.47706422018348627,0.0,101347048
0.0,0.25146198830409355,0.0,0.0,0.0,0.005383580080753701,1.1596330275229358,0.0,101347050
0.0,1.134502923976608,0.0,0.0,0.0,0.3391655450874832,0.9100917431192661,0.0,101347052
0.0,0.0,0.04580152671755725,0.5092402464065708,0.0,0.0,0.0,0.0,101347053
0.0,0.029239766081871343,0.0,0.0,0.0,0.0,0.0,0.0,101347054
0.0,0.029239766081871343,0.0,0.0,0.0,0.0,0.1614678899082569,0.0,101347055
0.0,1.3216374269005846,0.0,0.0,0.0,0.005383580080753701,0.029357798165137616,0.0,101347056
0.0,0.0,0.0,0.0,0.0,0.0,0.8220183486238533,0.0,101347058
0.0,0.22807017543859648,0.0,0.6160164271047228,0.0,0.0,0.4036697247706422,0.0,101347060
0.0,0.0,0.0,0.0,0.0,0.0,0.07339449541284404,0.0,101347062
0.0,0.0,0.0,0.0,0.0,0.0,0.15412844036697249,0.0,101347063
0.0,0.11695906432748537,0.0,0.14784394250513347,0.0,0.14535666218034993,0.13211009174311927,0.0,101347067
0.0,0.5380116959064327,0.0,0.0,0.0,0.06460296096904442,0.044036697247706424,0.0,101347068
0.0,0.17543859649122806,0.0,0.0,0.0,0.0,0.41834862385321103,0.0,101347069
0.0,0.18128654970760233,0.0,0.0,0.0,0.0,0.0,0.0,101347070
0.0,0.3216374269005848,0.0,0.4681724845995893,0.0,0.0,0.6091743119266055,0.0,101347071
0.11650485436893203,0.07017543859649122,0.0,0.0,0.05732484076433121,0.0,0.5357798165137615,0.0,101347072
0.0,0.04678362573099415,0.0,0.0,0.5668789808917197,0.20995962314939434,0.44770642201834865,0.0,101347074
0.0,0.2046783625730994,0.0,0.0,0.0,0.0,0.0,0.0,101347076
0.0,0.1871345029239766,0.0,0.0,0.0,0.82907133243607,0.0,0.0,101347077
0.0,0.05263157894736842,0.2900763358778626,0.008213552361396304,0.0,0.0,0.24954128440366974,0.0,101347078
0.0,1.526315789473684,0.0,1.2402464065708418,0.0,0.0,0.07339449541284404,0.0,101347080
0.0,0.9532163742690059,0.0,0.0,0.1337579617834395,0.04845222072678331,0.014678899082568808,0.0,101347083
0.0,0.19298245614035087,0.0,0.0,0.0,0.005383580080753701,0.0,0.0,101347087
0.0,0.0,0.366412213740458,0.008213552361396304,0.0,0.0,0.13944954128440368,0.15444015444015444,101347089
0.0,0.029239766081871343,0.0,0.0,0.0,0.0,0.23486238532110093,0.0,101347090
0.0,0.5087719298245614,0.0,0.0,0.8407643312101911,0.010767160161507403,0.48440366972477067,0.0,101347091
0.0,1.672514619883041,0.0,0.45995893223819306,0.0,0.414535666218035,0.20550458715596331,0.0,101347094
0.0,1.0818713450292397,0.0,0.0,0.0,0.7483176312247645,0.22752293577981653,0.0,101347098
0.0,0.36257309941520466,0.0,0.0,0.0,0.0,0.13944954128440368,0.0,101347103
0.0,0.19883040935672514,0.0,0.0,0.0,0.016150740242261104,1.0128440366972478,0.0,101347104
0.0,0.0,0.0,0.0,0.0,0.2960969044414536,0.47706422018348627,0.0,101347107
0.0,0.3567251461988304,0.0,0.0,0.0,0.026917900403768506,0.0,0.0,101347110
0.0,0.0,0.0,0.0,0.0,0.0,0.6605504587155964,0.0,101347112
0.0,0.15204678362573099,0.0,0.0,0.17197452229299365,0.3876177658142665,1.0055045871559634,0.0,101347113
0.0,0.005847953216374269,0.0,0.0,0.0,0.0,0.6165137614678899,0.0,101347114
0.0,0.0,0.0,0.0,0.0,0.0,0.08073394495412844,0.0,101347117
0.058252427184466014,0.14619883040935672,0.0,0.0,0.0,0.8667563930013459,0.05871559633027523,0.0,101347118
0.0,0.631578947368421,0.0,0.0,0.39490445859872614,0.3768506056527591,0.03669724770642202,0.2007722007722008,101347119
0.0,0.04093567251461988,0.0,0.04106776180698152,0.0,0.005383580080753701,0.0,0.0,101347120
0.0,0.07602339181286549,0.0,0.0,0.0,0.0,2.0183486238532113,0.0,101347121
0.0,1.3099415204678362,0.0,0.0,0.0,0.0,0.44770642201834865,0.0,101347122
0.0,0.4619883040935672,0.0,0.0,0.0,0.0,0.0,0.0,101347123
0.09708737864077668,1.175438596491228,0.0,0.008213552361396304,0.5095541401273885,0.010767160161507403,0.0,0.0,101347124
0.0,0.11695906432748537,0.0,0.0,0.0,0.0,0.41100917431192663,0.0,101347125
0.0,0.2631578947368421,0.0,0.5913757700205339,0.535031847133758,0.18304172274562586,0.381651376146789,0.0,101347126
0.0,0.0,0.015267175572519083,0.008213552361396304,0.0,0.0,0.25688073394495414,0.0,101347127
0.07766990291262135,0.5204678362573099,0.0,0.0,0.0,0.18842530282637954,0.0,0.0,101347129
